Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
109,#9 SCOTT DIXON,461.187500,off,0.000000,TSQL,88.5,167.9,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
110,#10 ALEX PALOU,464.037500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
111,#11 MARCUS A.,461.375000,off,0.000000,DTCS,88.5,88.5,712,NN,712,Tone->Tone,Auto,5.00,,5.0W,,,,,
112,#12 WILL POWER,464.600000,off,0.000000,DTCS,88.5,88.5,445,NN,445,Tone->Tone,Auto,5.00,,5.0W,,,,,
114,#14 SANTINO F.,458.912500,off,0.000000,DTCS,88.5,88.5,205,NN,205,Tone->Tone,Auto,5.00,,5.0W,,,,,
115,#15 GRAHAM RAHAL,468.887200,off,0.000000,DTCS,88.5,88.5,431,NN,431,Tone->Tone,Auto,5.00,,5.0W,,,,,
118,#18 JACK HARVEY,469.937500,off,0.000000,DTCS,88.5,88.5,74,NN,74,Tone->Tone,Auto,5.00,,5.0W,,,,,
120,#20 CHRIS R.,457.675000,off,0.000000,DTCS,88.5,88.5,532,NN,532,Tone->Tone,Auto,5.00,,5.0W,,,,,
121,#21 RINUS VEEKAY,465.962500,off,0.000000,DTCS,88.5,88.5,351,NN,351,Tone->Tone,Auto,5.00,,5.0W,,,,,
126,#26 COLTON HERTA,467.400000,off,0.000000,DTCS,88.5,88.5,251,NN,251,Tone->Tone,Auto,5.00,,5.0W,,,,,
127,#27 KYLE K.,468.212500,off,0.000000,DTCS,88.5,88.5,423,NN,423,Tone->Tone,Auto,5.00,,5.0W,,,,,
128,#28 MARCUS E.,468.387500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
130,#30 PIETRO F.,469.262500,off,0.000000,DTCS,88.5,88.5,731,NN,731,Tone->Tone,Auto,5.00,,5.0W,,,,,
141,#41 STING RAY R.,465.037500,off,0.000000,DTCS,88.5,88.5,664,NN,664,Tone->Tone,Auto,5.00,,5.0W,,,,,
145,#45 CHRISTIAN L.,467.837500,off,0.000000,DTCS,88.5,88.5,261,NN,261,Tone->Tone,Auto,5.00,,5.0W,,,,,
151,#51 COLIN B.,464.937500,off,0.000000,DTCS,88.5,88.5,125,NN,125,Tone->Tone,Auto,5.00,,5.0W,,,,,
155,#55 BENJAMIN P.,463.012500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
160,#60 FELIX R.,454.500000,off,0.000000,DTCS,88.5,88.5,631,NN,631,Tone->Tone,Auto,5.00,,5.0W,,,,,
177,#77 ROMAIN G.,454.650000,off,0.000000,DTCS,88.5,88.5,631,NN,631,Tone->Tone,Auto,5.00,,5.0W,,,,,
178,#78 AGUSTIN C.,455.150000,off,0.000000,DTCS,88.5,88.5,223,NN,223,Tone->Tone,Auto,5.00,,5.0W,,,,,
199,INDY CAR RADIO 2,450.737500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
203,#3  Josh G.,458.962500,off,0.000000,DTCS,88.5,88.5,412,NN,412,Tone->Tone,Auto,5.00,,5.0W,,,,,
206,#6 Chris R.,455.637500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
207,#6 Chris B.,453.300000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
210,#10 Reece G.,463.375000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
214,#14 Josh Pearson,458.637500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
221,#21 Kryffin S.,452.575000,off,0.000000,DTCS,88.5,88.5,71,NN,71,Tone->Tone,Auto,5.00,,5.0W,,,,,
226,#26 Loius F.,469.537500,off,0.000000,DTCS,88.5,88.5,606,NN,606,Tone->Tone,Auto,5.00,,5.0W,,,,,
227,#27 Hunter McE.,462.912500,off,0.000000,DTCS,88.5,88.5,343,NN,343,Tone->Tone,Auto,5.00,,5.0W,,,,,
228,#28 Jamie C.,464.537500,off,0.000000,DTCS,88.5,88.5,612,NN,612,Tone->Tone,Auto,5.00,,5.0W,,,,,
229,#29 James Roe Jr,469.837500,off,0.000000,DTCS,88.5,88.5,271,NN,271,Tone->Tone,Auto,5.00,,5.0W,,,,,
239,#39 Nolan S.,460.387500,off,0.000000,DTCS,88.5,88.5,306,NN,306,Tone->Tone,Auto,5.00,,5.0W,,,,,
247,#47 Enaam A.,451.637500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
251,#51 Jacob A.,459.450000,off,0.000000,DTCS,88.5,88.5,205,NN,205,Tone->Tone,Auto,5.00,,5.0W,,,,,
257,#57 Colin K.,469.887500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
268,#68 Danial F.,466.700000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
275,#75 Matteo N.,462.012500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
276,#76 Rasmus L.,464.012500,off,0.000000,DTCS,88.5,88.5,172,NN,172,Tone->Tone,Auto,5.00,,5.0W,,,,,
298,#98 Jagger J.,453.412500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
299,#99 Ernie F. Jr.,456.850000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
304,#4 Ricardo E.,463.600000,off,0.000000,DTCS,88.5,88.5,624,NN,624,Tone->Tone,Auto,5.00,,5.0W,,,,,
308,#8 Jorge G.,455.075000,off,0.000000,DTCS,88.5,88.5,134,NN,134,Tone->Tone,Auto,5.00,,5.0W,,,,,
310,#10 Linim Z.,467.925000,off,0.000000,DTCS,88.5,88.5,734,NN,734,Tone->Tone,Auto,5.00,,5.0W,,,,,
312,#12 Kiko P.,453.137500,off,0.000000,DTCS,88.5,88.5,627,NN,627,Tone->Tone,Auto,5.00,,5.0W,,,,,
317,#17 Nikita J.,468.050000,off,0.000000,DTCS,88.5,88.5,53,NN,53,Tone->Tone,Auto,5.00,,5.0W,,,,,
319,#19 Jordan M.,467.450000,off,0.000000,DTCS,88.5,88.5,134,NN,134,Tone->Tone,Auto,5.00,,5.0W,,,,,
320,#20 Jace D.,465.025000,off,0.000000,DTCS,88.5,88.5,115,NN,115,Tone->Tone,Auto,5.00,,5.0W,,,,,
344,#44 Danny D.,467.950000,off,0.000000,TSQL,88.5,146.2,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
393,#93 Lindsay B.,469.050000,off,0.000000,DTCS,88.5,88.5,503,NN,503,Tone->Tone,Auto,5.00,,5.0W,,,,,
395,#95 Avery T.,465.400000,off,0.000000,DTCS,88.5,88.5,54,NN,54,Tone->Tone,Auto,5.00,,5.0W,,,,,
399,#99 Myles R.,463.550000,off,0.000000,DTCS,88.5,88.5,245,NN,245,Tone->Tone,Auto,5.00,,5.0W,,,,,
451,IMS P.A.,450.437500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
452,IMS P.A. 2,450.637500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
453,IMS P.A. 3,450.687500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
454,NBC,450.162500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
455,NBC 2,450.362500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
456,NBC (crew),450.125000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
457,NBC (crew) 2,450.287500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
458,NBC (crew) 3,450.075000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
459,INDYCAR RADIO 2,450.737500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
460,RACE CONTROL,468.825000,off,0.000000,TSQL,88.5,103.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
461,RACE CONTROL 2,467.012500,off,0.000000,DTCS,88.5,88.5,32,NN,32,Tone->Tone,Auto,5.00,,5.0W,,,,,
462,SAFETY 2,461.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
463,MS SAFETY 1,451.687500,off,0.000000,DTCS,88.5,88.5,365,NN,365,Tone->Tone,Auto,5.00,,5.0W,,,,,
464,RACE DIRECTOR,464.175000,off,0.000000,TSQL,88.5,85.4,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
465,INDYCAR OFFICALS,468.812500,off,0.000000,DTCS,88.5,88.5,546,NN,546,Tone->Tone,Auto,5.00,,5.0W,,,,,
466,INDYCAR OBS,469.362500,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
500,INDY CAR RADIO,454.000000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,Auto,5.00,,5.0W,,,,,
